iyear,imonth,iday,provstate,city,latitude,longitude,location,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,target1,gname,nkill,nwound,scite1
2013,12,17,Punjab,Rawalpindi,33.598394,73.044135,Incident occurred in the Gracy Lines neighborhood,3,Bombing/Explosion,,,Mosque,Tehrik-i-Taliban Pakistan (TTP),4,14,"""Suicide bomber kills three in Pakistan,"" Agence France Presse -- English, December 17, 2013."
2012,1,1,Balochistan,Sui,28.636116,69.186465,,3,Bombing/Explosion,,,Soldiers,Baloch Republican Army (BRA),4,3,"""4 security personnel killed in blast,"" The Press Trust of India Limited, January 1, 2012."
2012,1,3,Federally Administered Tribal Areas,Landi Kotal,34.0989,71.14978,"Occurred in the Chowk, or downtown area",3,Bombing/Explosion,,,Vehicle,Unknown,4,3,"""6 killed in Peshawar, Landi Kotal blasts,"" Daily The Post, January 4, 2012."
2012,1,12,Federally Administered Tribal Areas,Sararogha,32.318751,69.860004,In South Waziristan tribal area,3,Bombing/Explosion,,,Bomb Disposal Squad,Unknown,4,,"""Militants kill 4 soldiers in Pak's South Waziristan region,"" The Press Trust of India Limited, January 13, 2012."
2012,2,3,Khyber Pakhtunkhwa,Achini Payan,33.971417,71.468525,,3,Bombing/Explosion,,,Malik Din Khel Tribal Leader: Astana Gul,Lashkar-e-Islam (Pakistan),4,4,"""Bomb blast kills three in northwest Pakistan: police,"" Agence France Presse -- English, February 3, 2012."
2012,2,16,Khyber Pakhtunkhwa,Dir,35.19766,71.874921,,3,Bombing/Explosion,,,Chief: Malik Mutabar,Tehrik-i-Taliban Pakistan (TTP),4,7,"""FACTBOX-Security developments in Pakistan, Feb 16,"" Reuters News, February 16, 2012."
2012,3,10,Khyber Pakhtunkhwa,Bara,33.815278,70.925833,Event occurred in the Aka Khel area of the Bara Tehsil.,3,Bombing/Explosion,,,Civilians,Unknown,4,15,"""Two kids among six killed in mortar   attacks,"" The Nation (AsiaNet), March 11, 2012."
2012,4,24,Punjab,Lahore,31.54505,74.340683,,3,Bombing/Explosion,,,Railway Station,Lashkar-e-Balochistan,4,27,"""Rail Station In Pakistan Is Bombed; 2 Are Killed,"" The New York Times, April 25, 2012."
2012,5,7,Federally Administered Tribal Areas,Miran Shah,32.999081,70.065163,,3,Bombing/Explosion,,,Miranshah Fort,Unknown,4,0,"""30 killed as Waziristan fighting heats up,"" The Express Tribune, May 8, 2012."
2012,7,15,Khyber Pakhtunkhwa,Bara Shaikhan,33.907744,71.474461,Garhiwal area of Peshawar,3,Bombing/Explosion,,,Civilians,Unknown,4,1,"""Pakistan:   Militants   fire mortar at house in Peshawar, 4 killed,"" Right Vision News, July 17, 2012."
2012,8,5,Balochistan,Faizabad,28.213125,67.969503,Quetta,3,Bombing/Explosion,,,House,Unknown,4,12,"""A bomb planted in a car exploded in southwest Pakistan on Sunday killing 5 people.,"" Associated Press Newswires, August 5, 2012."
2012,9,13,Federally Administered Tribal Areas,Zakha Khel,34.036041,71.110179,,3,Bombing/Explosion,,,Members,Unknown,4,0,"""Four anti-Taliban militia members killed in Pak blast,"" Press Trust of India, September 13, 2012."
2012,9,18,Balochistan,Mastung,29.800158,66.849889,,3,Bombing/Explosion,,,Shia Pilgrims,Jaish-e-Islam,4,9,"""Two dead in bomb   attack   on Pakistan bus:   officials,"" Agence France Presse -- English, September 18, 2012."
2012,9,18,Sindh,North Nazimabad,24.933291,67.033351,Incident occurred in the North Nazimabad area of the city.,3,Bombing/Explosion,,,Civilians,Lashkar-e-Jhangvi,4,11,"""PAK-BLASTS 2 LAST,"" Press Trust of India, September 18, 2012."
2012,10,9,Khyber Pakhtunkhwa,Bara,33.917778,71.464444,,3,Bombing/Explosion,,,Members,Unknown,4,,"""Pakistan: Seven Lashkaris among 11 killed in Khyber Agency,"" Right Vision News, October 11, 2012."
2012,10,9,Federally Administered Tribal Areas,Orakzai district,33.7075,71.002222,,3,Bombing/Explosion,,,Residence,Unknown,4,2,"""Four killed in mortar   attack,"" Daily The Post, October 10, 2012."
2012,10,28,Khyber Pakhtunkhwa,Nowshera,34.006649,71.999817,,3,Bombing/Explosion,,,pilgrims,Tehrik-i-Taliban Pakistan (TTP),4,25,"""Bomb kills three in northwestern Pakistan: police,"" Agence France Presse -- English, October 28, 2012."
2012,11,8,Sindh,North Nazimabad,24.933291,67.033351,Incident occurred in the North Nazimabad area of the city.,3,Bombing/Explosion,,,Compound,Tehrik-i-Taliban Pakistan (TTP),4,26,"""Suicide   attack, bombs,   kill 20 Afghans: officials,"" Agence France Presse -- English, November 8, 2012."
2012,12,21,Federally Administered Tribal Areas,Wana,32.30469,69.570315,,3,Bombing/Explosion,,,Member: Maulvi Abbas,Unknown,4,6,"""Militant commander among three dead in Pakistan blast,"" Agence France Presse -- English, December 21, 2012."
2011,1,25,Sindh,Karachi,24.893379,67.028061,"On a road in Karachi city, in the Sindh province of Pakistan.",3,Bombing/Explosion,,,A bus carrying Shiite passengers was targeted in the attack.,Lashkar-e-Jhangvi,4,7,"Press TV, ""Sixteen Killed in Pakistan Bombings,"" http://www.presstv.ir/detail/161918.html (January 25, 2011)."
2011,1,29,Federally Administered Tribal Areas,Darra Adam Khel,33.694214,71.496152,"In Darra Adam Khel, Khyber Pakhtunkhwa, Pakistan.",3,Bombing/Explosion,,,A joint paramilitary and Pakistani army checkpoint was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),4,14,"Jane�s Intelligence, �Dual VBIED Attack Kills Seven People in Pakistan's Khyber Pukhtoonkhwa,� Terrorism Watch Report, BBC Monitoring and Al-Jazeera, January 29, 2011."
2011,3,9,Balochistan,Dera Bugti,29.033333,69.15,"The attack took place by the roadside in Dera Bugti, Balochistan, Pakistan.",3,Bombing/Explosion,,,The target is unknown.,Unknown,4,18,"Xiong Tong, �Four Killed, 18 Injured in Blast in SW Pakistan,� Xinhua News Agency, March 9, 2011, http://news.xinhuanet.com/english2010/world/2011-03/09/c_13768676.htm."
2011,3,10,Balochistan,Nasirabad,28.458421,68.133223,"The bombing took place at Deputy Commissioner Road near a petrol pump in Dera Murad Jamali town of Nasirabad, Balochistan.",3,Bombing/Explosion,3,Bombing/Explosion,A convoy of the Oil and Gas Development Company Limited (OGDCL),Baloch Republican Army (BRA),4,18,"South Asia Terrorism Portal, ""Four Persons Killed in a Bomb Blast in Balochistan,"" Daily Times, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2011%2F3%2F11&image2.x=0&image2.y=0#1 (March 11, 2011)."
2011,3,27,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,"In Shahidano village near Kurram, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A civilian vehicle,Unknown,4,,"South Asia Terrorism Portal, ""Woman among Four Persons Killed in FATA,"" Daily Times, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2011%2F3%2F28#1 (March 28, 2011)."
2011,5,2,Khyber Pakhtunkhwa,Charsadda,34.148181,71.730028,,3,Bombing/Explosion,,,A mosque,Unknown,4,11,"Wang Guanqun, ""Four Killed, 10 Injured in Mosque Blast in Charsadda, NW Pakistan,"" Xinhua News Agency, May 2, 2011, http://news.xinhuanet.com/english2010/world/2011-05/02/c_13855402.htm."
2011,5,10,Khyber Pakhtunkhwa,Nowshera,34.014167,71.976154,"At the main entrance of a district court in Nowshera, Pakistan.",3,Bombing/Explosion,,,A district court building,Unknown,4,8,"Press TV, ""Blast Kills Three Officers in NW Pakistan,"" http://www.presstv.ir/detail/179135.html (May 10, 2011)."
2011,7,19,Federally Administered Tribal Areas,South Waziristan district,32.320237,69.859741,"On an unknown road in the Shakai area of southern Waziristan, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,A vehicle carrying local peace committee volunteers,Unknown,4,3,"Daily Times, �Four Killed in SWA Blast,� Associated Press of Pakistan, July 20, 2011, http://www.dailytimes.com.pk/default.asp?page=2011\07\20\story_20-7-2011_pg7_9."
2011,7,21,Balochistan,Jaffarabad district,28.340071,68.188997,The attack took place the Dera Allah Yar Bypass area of Jaffarabad.,3,Bombing/Explosion,,,A vehicle of the government owned oil and gas company was targeted in the attack.,Baloch Republican Army (BRA),4,7,"Press TV, �Bomb Explosion Kills Four in Pakistan,"" http://www.presstv.ir/detail/190104.html (July 21, 2011)."
2011,11,7,Khyber Pakhtunkhwa,Swabi,34.119691,72.469743,"The Malikbad area of Swabi, approximately 90 kilometers east of Peshawar",3,Bombing/Explosion,,,"Hanif Khan Jadoon, a former mayor of Swabi and a member of Awami National Party",Tehrik-i-Taliban Pakistan (TTP),4,8,"""Ex-mayor, guard killed in Pakistan suicide attack,"" Agence France Presse, November 7, 2011."
2009,1,1,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,,3,Bombing/Explosion,,,"The local Government office in Khar, Bajaur.",Tehrik-i-Taliban Pakistan (TTP),4,16,"South Asia Terrorism Portal, ""Four Civilians Killed in Taliban Rocket Attacks in Bajaur Agency,"" http://satp.org/satporgtp/detailed_news3.asp?date3=2009%2F1%2F2#2 (January 2, 2009)."
2009,2,6,North-West Frontier Province,Jamrud,34.00161,71.381807,On the Teddy Bazaar bridge in the Sha Zaman Kalay area.,3,Bombing/Explosion,,,The Teddy Bazaar bridge,Unknown,4,6,"thearynews.com, ""Bomber Blown Up Vehicle In Jamrud, Four Hurt,"" http://www.thearynews.com/english/newsdetail.asp?nid=21513 (February 06, 2009)"
2009,2,16,North-West Frontier Province,Peshawar,34.009667,71.579994,"In Bazid Khel Village on the outskirts of Peshawar, North West Frontier, Pakistan.",3,Bombing/Explosion,,,Bazid Khel Union Council Nazim Fahimur Rehman,Tehrik-i-Taliban Pakistan (TTP),4,13,"Manzoor Ali Shah, ""Four Killed, 18 Injured in Peshawar Car Bombing,"" Daily Times, February 18, 2009, http://www.dailytimes.com.pk/default.asp?page=2009\02\18\story_18-2-2009_pg7_4."
2009,5,8,Federally Administered Tribal Areas,Darra Adam Khel,33.694214,71.496152,,3,Bombing/Explosion,,,A refugee camp,Unknown,4,3,"Jane's intelligence, ""Rocket Attack Kills Four Civilians in Pakistan's NWFP,"" Terrorism Watch Report, May 11, 2009."
2009,6,10,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,,3,Bombing/Explosion,,,A rescue vehicle,Unknown,4,0,"National Counterterrorism Center, ""Four Rescue Personnel Wounded in Grenade Attack in Dera Ismail Khan, NorthWest Frontier, Pakistan,� Worldwide Incidents Tracking System, November 18, 2009."
2009,8,23,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,"The target of the attack was the brother of Mubeen Afridi, spokesman for Taliban-linked extremist group Ansar-ul-Islam.",Lashkar-e-Islam (Pakistan),4,15,"Associated Press Worldstream, ""Three Killed in Peshwar Suicide Attack,"" Associated Press Worldstream, August 24, 2009."
2009,12,16,North-West Frontier Province,Jamrud,34.00161,71.381807,"Shah Kas, Jamrud sub-division",3,Bombing/Explosion,,,The participants of the musical concert were the targets of the attack.,Unknown,4,27,"Jane�s Intelligence, �Grenade Attack Kills Four Civilians in Pakistan's Khyber,� Terrorism Watch Report, December 17, 2009."
2009,12,22,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,The Press Club,Unknown,4,17,"The Washington Times,  �Suicide Bombing Kills Three at Peshawar Press Clubs,� LexisNexis Academic, The Washington Times, December 23, 2009."
2008,6,3,Federally Administered Tribal Areas,Kurram district,33.695975,70.336069,"The explosion occurred in Kurram, Federally Administered Tribal Areas, Pakistan.",3,Bombing/Explosion,,,Civilians,Unknown,4,7,"World News Connection, ""Four Killed in Pakistan Landmine Blast,"" Agence France Presse, June 3, 2008."
2008,6,16,North-West Frontier Province,Dera Ismail Khan,31.82851,70.907234,"The bombing attack took place near the outer wall of the Shiite Masjid Roshan Chiragh Mosque in downtown Dera Ismail Khan, North West Frontier province, Pakistan.",3,Bombing/Explosion,,,A Shiite mosque was targeted in the blast.,Unknown,4,6,"News, ""Mosque Bombing Kills 4, Injures 6 in NWFP's Dera Ismail Khan Town,"" World News Connection, News, June 17, 2008."
2008,8,6,Balochistan,Quetta,30.182125,67.000517,"The bombing occurred outside a market in the town of Sibi in Quetta, Balochistan, Pakistan.",3,Bombing/Explosion,,,A market,Unknown,4,3,"Press TV, ""Four Killed in Pak Baluchistan Blast,"" Press TV, http://www.presstv.ir/Detail.aspx?id=65849&sectionid=351020401."
2008,12,31,Federally Administered Tribal Areas,Darra Adam Khel,33.694214,71.496152,At a residence in Darra Adam Khel.,3,Bombing/Explosion,,,A house,Tehrik-i-Taliban Pakistan (TTP),4,6,"South Asia Terrorism Portal, ""Four Civilians Killed in Rocket Attack in NWFP,"" http://satp.org/satporgtp/detailed_news3.asp?date3=2009%2F1%2F1#2 (January 1, 2009)."
2007,4,9,Sindh,Marri,26.934696,68.452285,,3,Bombing/Explosion,,,Security Personel,Baloch Liberation Army (BLA),4,2,"Staff, �Four Pakistani Troops Killed in Landmine,� BBC Monitoring South Asia, April 10, 2007."
2007,7,20,Federally Administered Tribal Areas,North Waziristan district,32.874079,70.027089,,3,Bombing/Explosion,,,Paramilitary checkpoint in North Waziristan,Unknown,4,6,"""4 killed in suicide bomb attack in northwestern Pakistan,� Japan Economic Newswire,  July 20, 2007."
2007,8,12,North-West Frontier Province,Swat district,34.767228,72.376782,,3,Bombing/Explosion,,,Popular tourist spot in the SWOT district,Unknown,4,7,"�Pakistani security forces, militants clash in tribal regions; 3 attackers killed,� Associated Press Worldstream, August 13, 2007."
2007,8,20,North-West Frontier Province,Hangu,33.533541,71.057467,,3,Bombing/Explosion,,,Police,Taliban (Pakistan),4,17,"�Pakistan: Suicide Attack Kills 2 Paramilitary men in Hangu (District) in NWFP� PTV News.  August 20, 2007."
2007,9,2,Federally Administered Tribal Areas,Wana,32.301964,69.590665,,3,Bombing/Explosion,,,Metha Khan,Unknown,4,6,"""Blast kills 4 in Pakistani tribal region,"" Xinhua General News Service, September 3, 2007."
2007,11,9,North-West Frontier Province,Peshawar,34.009667,71.579994,,3,Bombing/Explosion,,,The Minister for Political Affairs,Unknown,4,5,"Said Alam Khan, ""Amir Muqam escapes suicide attack; 4 killed,"" The Nation (Pakistan), November 9, 2007."
2006,4,3,Federally Administered Tribal Areas,Jandola,32.330271,70.118577,,3,Bombing/Explosion,,,"Azam Khan, local tribesman of the Tank area",Unknown,4,0,"�Pakistan: Eleven Including 'Two Suspected Militants' Killed in Waziristan, Tank,� Lahore Daily Times (Internet Version-WWW) in English, April 04, 2006."
2006,6,2,Federally Administered Tribal Areas,North Waziristan district,32.926684,69.920086,Near Afghan border,3,Bombing/Explosion,,,Pakistani military vehicles,Unknown,4,8,"�Four Security men Killed in Car Bomb Attack in North Waziristan,� Islamabad PTV World� June 2, 2006."
2006,8,29,Balochistan,Hub,25.033647,66.881224,Approximately 600 kilometers (370 miles) south of Quetta.,3,Bombing/Explosion,,,Unknown,Unknown,4,6,"�Bomb Blast Kills Four in Southwest Pakistan,� Agence France Press, August 29, 2006."
2005,8,10,Federally Administered Tribal Areas,Ghundai,32.570144,69.457412,,3,Bombing/Explosion,,,South Waziristan Zalikhel sub-tribe elder Malik Khadeen,Unknown,4,1,"Sailab Mahsud, �Pro-Govt Tribal Elder 'Badly Wounded' in Bomb Blast in Waziristan,� The News, August 11, 2005."
2005,12,29,North-West Frontier Province,Garhi Qamardin,33.980242,71.568418,,3,Bombing/Explosion,,,Islamabad,Unknown,4,8,"Javed Aziz Khan, �Oil Tanker Blast Kills 4 Near Peshawar, Possible Terror Act in Islamabad Failed,� Islamabad The News, December 31, 2005."
2004,8,16,Balochistan,Sui,28.638421,69.204747,,3,Bombing/Explosion,,,Convoy,Unknown,4,10,"�Pakistan TV: Rocket Attack on Vehicle Kills 4, Injures 10 in Balochistan,� Islamabad PTV World, August 16, 2004."
2004,10,10,Punjab,Lahore,31.554606,74.357158,,3,Bombing/Explosion,,,Worshippers in the Husainia Hall Shi'i mosque in Lahore,Unknown,4,,"K.M. Chaudhry, ""Four Dead in Blast at Shiite Mosque as Sectarian Violence Spikes in Pakistan,� Associated Press, October 10, 2004."
2002,8,9,Punjab,Taxila,33.737567,72.800155,,3,Bombing/Explosion,,,Christian patients in a hospital in Taxila,Al-Intiqami al-Pakistani,4,20,"�Four dead in grenade attack on Pakistan hospital,� Channel News Asia. August 9, 2002."
2000,1,28,Sindh,Karachi,24.893379,67.028061,,3,Bombing/Explosion,,,A mosque in Karachi,Unknown,4,28,"Zahid Hussain, �Bomb kills four, wounds 28 in Karachi mosque,� The Associated Press, January 28, 2000."
2000,2,5,Sindh,Hyderabad,25.377846,68.346304,"Outside of the Hyderabad train station in Hyderabad, heading east to Mirpur Khas, about 100 miles north of the port city of Karachi",3,Bombing/Explosion,,,Civilians traveling on a passenger train in Pakistan,Unknown,4,15,"""Four dead in Pakistan train bombing,"" Associated Press, February 5, 2000."
2013,5,8,Khyber Pakhtunkhwa,Peshawar,34.002581,71.541488,,5,Hostage Taking (Barricade Incident),3,Bombing/Explosion,Officers,Unknown,4,5,"""Three killed in Peshawar gunbattle between militants and police,"" DAWN Group, May 8, 2013."
2011,3,10,Balochistan,Nasirabad,28.458421,68.133223,"The bombing took place at Deputy Commissioner Road near a petrol pump in Dera Murad Jamali town of Nasirabad, Balochistan.",3,Bombing/Explosion,3,Bombing/Explosion,A convoy of the Oil and Gas Development Company Limited (OGDCL),Baloch Republican Army (BRA),4,18,"South Asia Terrorism Portal, ""Four Persons Killed in a Bomb Blast in Balochistan,"" Daily Times, http://www.satp.org/satporgtp/detailed_news3.asp?date3=2011%2F3%2F11&image2.x=0&image2.y=0#1 (March 11, 2011)."
2010,9,15,Federally Administered Tribal Areas,Bajaur district,34.856902,71.429936,"In Ghafoor Shah village of Khar tehsil in Bajaur, Federally Administered  Tribal Areas, Pakistan.",2,Armed Assault,3,Bombing/Explosion,A pro-government tribal elder was targeted in the attack.,Unknown,4,0,"South Asia Terrorism Portal, �Four Persons Killed in FATA,� http://www.satp.org/satporgtp/detailed_news3.asp?date3=2010%2F9%2F17#2 (September 17, 2010)."
2008,2,25,North-West Frontier Province,Mansehra,34.772604,72.360929,,2,Armed Assault,3,Bombing/Explosion,"Plan International, a British-based charity for children",Unknown,4,0,"Candace Rondeaux, �Blast Kills Pakistan's Surgeon General; Separate Attack Targets A Charity for Children,� The Washington Post, February 26, 2008."
2016,1,21,Federally Administered Tribal Areas,Angoor Ada,32.515165,69.282739,,3,Bombing/Explosion,,,Bread Shop,Unknown,3,1,"""Three killed in SWA rocket attack,"" The News International (Asianet-Pakistan), January 22, 2016."
